Ticker,Year,EPSIE
HBAN,2011,0.59
HBAN,2012,
HBAN,2012,0.71
HBAN,2013,
HBAN,2013,0.72
HBAN,2014,
HBAN,2014,0.72
HBAN,2015,
HBAN,2015,0.81
HBAN,2016,
HBAN,2016,0.7
HBAN,2017,
HBAN,2017,1
HBAN,2018,
HBAN,2018,1.2
ITW,2009,1.89
ITW,2010,3.03
ITW,2011,4.19
ITW,2012,6.06
ITW,2013,3.74
ITW,2014,7.28
ITW,2015,5.13
ITW,2016,5.7
ITW,2017,4.86
ITW,2018,7.6
IR,2009,1.37
IR,2010,1.89
IR,2011,1.01
IR,2012,3.28
IR,2013,2.07
IR,2014,3.4
IR,2015,2.48
IR,2016,5.65
IR,2017,5.05
IR,2018,5.35
INTC,2009,0.77
INTC,2010,2.01
INTC,2011,2.39
INTC,2012,2.13
INTC,2013,1.89
INTC,2014,2.31
INTC,2015,2.33
INTC,2016,2.12
INTC,2017,1.99
INTC,2018,4.48
IBM,2009,10.01
IBM,2010,11.52
IBM,2011,13.06
IBM,2012,14.37
IBM,2013,14.94
IBM,2014,11.9
IBM,2015,13.42
IBM,2016,12.38
IBM,2017,6.14
IBM,2018,9.52
IFF,2009,2.46
IFF,2010,3.26
IFF,2011,3.26
IFF,2012,3.09
IFF,2013,4.29
IFF,2014,5.06
IFF,2015,5.16
IFF,2016,5.05
IFF,2017,3.72
IFF,2018,3.79
IP,2009,1.55
IP,2010,1.48
IP,2011,3.07
IP,2012,1.8
IP,2013,3.11
IP,2014,1.29
IP,2015,2.23
IP,2016,2.18
IP,2017,5.13
IP,2018,4.85
IPG,2009,0.19
IPG,2010,0.47
IPG,2011,0.99
IPG,2012,0.94
IPG,2013,0.61
IPG,2014,1.12
IPG,2015,1.09
IPG,2016,1.49
IPG,2017,1.46
IPG,2018,1.59
JNJ,2009,4.4
JNJ,2010,4.78
JNJ,2011,3.49
JNJ,2012,3.86
JNJ,2013,4.81
JNJ,2014,5.7
JNJ,2015,5.48
JNJ,2016,5.93
JNJ,2017,0.47
JNJ,2018,5.61
JCI,2009,-0.57
JCI,2010,2.19
JCI,2011,2.36
JCI,2012,1.78
JCI,2013,1.71
JCI,2014,1.8
JCI,2015,2.36
JCI,2016,-1.3
JCI,2017,1.71
JCI,2018,2.32
KLAC,2009,-3.07
KLAC,2010,1.23
KLAC,2011,4.66
KLAC,2012,4.44
KLAC,2013,3.21
KLAC,2014,3.47
KLAC,2015,2.24
KLAC,2016,4.49
KLAC,2017,5.88
KLAC,2018,5.1
KMI,2009,
KMI,2010,
KMI,2011,0.84
KMI,2012,0.3
KMI,2013,1.15
KMI,2014,0.89
KMI,2015,0.1
KMI,2016,0.25
KMI,2017,0.01
KMI,2018,0.66
KSU,2009,0.61
KSU,2010,1.67
KSU,2011,3
KSU,2012,3.43
KSU,2013,3.18
KSU,2014,4.55
KSU,2015,4.4
KSU,2016,4.43
KSU,2017,9.16
KSU,2018,6.13
EVRG,2009,1.58
EVRG,2010,1.8
EVRG,2011,1.93
EVRG,2012,2.15
EVRG,2013,2.27
EVRG,2014,2.35
EVRG,2015,2.09
EVRG,2016,2.43
EVRG,2017,2.27
EVRG,2018,2.5
K,2009,3.16
K,2010,3.3
K,2011,3.38
K,2012,2.67
K,2013,4.94
K,2014,1.75
K,2015,1.72
K,2016,1.96
K,2017,3.62
K,2018,3.83
KMB,2009,4.52
KMB,2010,4.45
KMB,2011,3.99
KMB,2012,4.42
KMB,2013,5.53
KMB,2014,4.04
KMB,2015,2.77
KMB,2016,5.99
KMB,2017,6.4
KMB,2018,4.03
KR,2008,1.9
KR,2009,0.11
KR,2010,1.74
KR,2011,1.01
KR,2012,2.77
KR,2013,2.9
KR,2014,3.44
KR,2015,2.06
KR,2016,2.05
KR,2017,2.09
KR,2018,3.76
LRCX,2009,-2.41
LRCX,2010,2.71
LRCX,2011,5.79
LRCX,2012,1.35
LRCX,2013,0.66
LRCX,2014,3.62
LRCX,2015,3.7
LRCX,2016,5.22
LRCX,2017,9.24
LRCX,2018,13.17
LEG,2009,0.7
LEG,2010,1.15
LEG,2011,1.04
LEG,2012,1.7
LEG,2013,1.34
LEG,2014,0.68
LEG,2015,2.28
LEG,2016,2.76
LEG,2017,2.13
LEG,2018,2.26
LEN,2009,-2.45
LEN,2010,0.51
LEN,2011,0.48
LEN,2012,3.11
LEN,2013,2.15
LEN,2014,2.8
LEN,2015,3.46
LEN,2016,3.93
LEN,2017,3.38
LEN,2018,5.44
LLY,2009,3.94
LLY,2010,4.58
LLY,2011,3.9
LLY,2012,3.66
LLY,2013,4.32
LLY,2014,2.23
LLY,2015,2.26
LLY,2016,2.58
LLY,2017,-0.19
LLY,2018,3.13
LB,2008,0.65
LB,2009,1.37
LB,2010,2.42
LB,2011,2.7
LB,2012,2.54
LB,2013,3.05
LB,2014,3.5
LB,2015,4.22
LB,2016,3.98
LB,2017,3.42
LB,2018,2.31
LNC,2009,
LNC,2009,-1.85
LNC,2010,
LNC,2010,2.54
LNC,2011,
LNC,2011,0.92
LNC,2012,
LNC,2012,4.56
LNC,2013,
LNC,2013,4.52
LNC,2014,
LNC,2014,5.67
LNC,2015,
LNC,2015,4.51
LNC,2016,
LNC,2016,5.03
LNC,2017,
LNC,2017,9.22
LNC,2018,
LNC,2018,7.4
LMT,2009,7.78
LMT,2010,7.94
LMT,2011,7.81
LMT,2012,8.36
LMT,2013,9.13
LMT,2014,11.21
LMT,2015,11.46
LMT,2016,17.49
LMT,2017,6.89
LMT,2018,17.59
L,2009,
L,2009,1.3
L,2010,
L,2010,3.07
L,2011,
L,2011,2.63
L,2012,
L,2012,1.43
L,2013,
L,2013,1.53
L,2014,
L,2014,1.55
L,2015,
L,2015,0.72
L,2016,
L,2016,1.93
L,2017,
L,2017,3.45
L,2018,
L,2018,1.99
LOW,2008,1.49
LOW,2009,1.21
LOW,2010,1.42
LOW,2011,1.43
LOW,2012,1.69
LOW,2013,2.14
LOW,2014,2.71
LOW,2015,2.73
LOW,2016,3.47
LOW,2017,4.09
LOW,2018,2.84
MRO,2009,2.06
MRO,2010,3.61
MRO,2011,4.13
MRO,2012,2.23
MRO,2013,2.47
MRO,2014,4.46
MRO,2015,-3.26
MRO,2016,-2.61
MRO,2017,-6.73
MRO,2018,1.29
HST,2009,
HST,2009,-0.45
HST,2010,
HST,2010,-0.21
HST,2011,
HST,2011,-0.02
HST,2012,
HST,2012,0.09
HST,2013,
HST,2013,0.42
HST,2014,
HST,2014,0.96
HST,2015,
HST,2015,0.74
HST,2016,
HST,2016,1.02
HST,2017,
HST,2017,0.76
HST,2018,
HST,2018,1.47
MMC,2009,0.43
MMC,2010,1.55
MMC,2011,1.79
MMC,2012,2.13
MMC,2013,2.43
MMC,2014,2.65
MMC,2015,2.98
MMC,2016,3.38
MMC,2017,2.87
MMC,2018,3.23
MAS,2009,-0.53
MAS,2010,-3
MAS,2011,-1.66
MAS,2012,-0.33
MAS,2013,0.76
MAS,2014,2.38
MAS,2015,1.02
MAS,2016,1.47
MAS,2017,1.66
MAS,2018,2.37
MKC,2009,2.27
MKC,2010,2.75
MKC,2011,2.79
MKC,2012,3.04
MKC,2013,2.91
MKC,2014,3.34
MKC,2015,3.11
MKC,2016,3.69
MKC,2017,3.72
MKC,2018,7
MCD,2009,4.11
MCD,2010,4.58
MCD,2011,5.27
MCD,2012,5.36
MCD,2013,5.55
MCD,2014,4.82
MCD,2015,4.8
MCD,2016,5.44
MCD,2017,6.37
MCD,2018,7.54
SPGI,2009,2.33
SPGI,2010,2.65
SPGI,2011,3
SPGI,2012,1.53
SPGI,2013,4.91
SPGI,2014,-0.42
SPGI,2015,4.21
SPGI,2016,7.94
SPGI,2017,5.78
SPGI,2018,7.73
MCK,2008,2.95
MCK,2009,4.62
MCK,2010,4.57
MCK,2011,5.59
MCK,2012,5.59
MCK,2013,5.41
MCK,2014,6.27
MCK,2015,9.7
MCK,2016,22.73
MCK,2017,0.32
MCK,2018,0.17
MDT,2008,1.93
MDT,2009,2.79
MDT,2010,2.86
MDT,2011,3.41
MDT,2012,3.37
MDT,2013,3.02
MDT,2014,2.41
MDT,2015,2.48
MDT,2016,2.89
MDT,2017,2.27
MDT,2018,3.41
CVS,2009,2.55
CVS,2010,2.49
CVS,2011,2.57
CVS,2012,3.03
CVS,2013,3.74
CVS,2014,3.96
CVS,2015,4.63
CVS,2016,4.9
CVS,2017,6.44
CVS,2018,-0.57
MRK,2009,5.65
MRK,2010,0.28
MRK,2011,2.02
MRK,2012,2
MRK,2013,1.47
MRK,2014,4.07
MRK,2015,1.56
MRK,2016,1.41
MRK,2017,0.87
MRK,2018,2.32
MU,2009,-2.29
MU,2010,1.85
MU,2011,0.17
MU,2012,-1.04
MU,2013,1.13
MU,2014,2.54
MU,2015,2.47
MU,2016,-0.27
MU,2017,4.41
MU,2018,11.51
ETR,2009,6.3
ETR,2010,6.66
ETR,2011,7.55
ETR,2012,4.76
ETR,2013,3.99
ETR,2014,5.22
ETR,2015,-0.99
ETR,2016,-3.26
ETR,2017,2.28
ETR,2018,4.63
MMM,2009,4.52
MMM,2010,5.63
MMM,2011,5.96
MMM,2012,6.32
MMM,2013,6.72
MMM,2014,7.49
MMM,2015,7.58
MMM,2016,8.16
MMM,2017,7.93
MMM,2018,8.89
MSI,2009,-0.02
MSI,2010,0.27
MSI,2011,3.41
MSI,2012,2.96
MSI,2013,4.06
MSI,2014,5.29
MSI,2015,3.02
MSI,2016,3.24
MSI,2017,-0.95
MSI,2018,5.62
MYL,2009,0.3
MYL,2010,0.68
MYL,2011,1.22
MYL,2012,1.52
MYL,2013,1.58
MYL,2014,2.34
MYL,2015,1.7
MYL,2016,0.92
MYL,2017,1.3
MYL,2018,0.68
BAC,2009,
BAC,2009,-0.29
BAC,2010,
BAC,2010,-0.37
BAC,2011,
BAC,2011,0.01
BAC,2012,
BAC,2012,0.25
BAC,2013,
BAC,2013,0.9
BAC,2014,
BAC,2014,0.36
BAC,2015,
BAC,2015,1.31
BAC,2016,
BAC,2016,1.5
BAC,2017,
BAC,2017,1.56
BAC,2018,
BAC,2018,2.61
NWL,2009,0.97
NWL,2010,0.96
NWL,2011,0.42
NWL,2012,1.37
NWL,2013,1.63
NWL,2014,1.35
NWL,2015,1.29
NWL,2016,1.25
NWL,2017,5.63
NWL,2018,-14.6
NEM,2009,2.66
NEM,2010,4.55
NEM,2011,0.73
NEM,2012,3.63
NEM,2013,-4.94
NEM,2014,1.02
NEM,2015,0.43
NEM,2016,-1.18
NEM,2017,-0.18
NEM,2018,0.64
NKE,2008,3.03
NKE,2009,3.86
NKE,2010,4.39
NKE,2011,4.73
NKE,2012,2.71
NKE,2013,2.97
NKE,2014,3.7
NKE,2015,2.16
NKE,2016,2.51
NKE,2017,1.17
NKE,2018,2.49
NBL,2009,-0.75
NBL,2010,4.1
NBL,2011,2.54
NBL,2012,5.71
NBL,2013,2.69
NBL,2014,3.27
NBL,2015,-6.07
NBL,2016,-2.32
NBL,2017,-2.38
NBL,2018,-0.14
JWN,2008,1.83
JWN,2009,2.01
JWN,2010,2.75
JWN,2011,3.14
JWN,2012,3.56
JWN,2013,3.71
JWN,2014,3.72
JWN,2015,3.15
JWN,2016,2.02
JWN,2017,2.59
JWN,2018,3.32
NSC,2009,2.76
NSC,2010,4
NSC,2011,5.45
NSC,2012,5.37
NSC,2013,6.04
NSC,2014,6.39
NSC,2015,5.1
NSC,2016,5.62
NSC,2017,18.61
NSC,2018,9.51
ES,2009,1.91
ES,2010,2.19
ES,2011,2.22
ES,2012,1.89
ES,2013,2.49
ES,2014,2.58
ES,2015,2.76
ES,2016,2.96
ES,2017,3.11
ES,2018,3.25
NI,2009,0.79
NI,2010,1.04
NI,2011,1.03
NI,2012,1.39
NI,2013,1.7
NI,2014,1.67
NI,2015,0.9
NI,2016,1.02
NI,2017,0.39
NI,2018,-0.18
XEL,2009,1.48
XEL,2010,1.62
XEL,2011,1.72
XEL,2012,1.85
XEL,2013,1.91
XEL,2014,2.03
XEL,2015,1.94
XEL,2016,2.21
XEL,2017,2.25
XEL,2018,2.47
NTRS,2009,
NTRS,2009,3.16
NTRS,2010,
NTRS,2010,2.74
NTRS,2011,
NTRS,2011,2.47
NTRS,2012,
NTRS,2012,2.81
NTRS,2013,
NTRS,2013,2.99
NTRS,2014,
NTRS,2014,3.32
NTRS,2015,
NTRS,2015,3.99
NTRS,2016,
NTRS,2016,4.32
NTRS,2017,
NTRS,2017,4.92
NTRS,2018,
NTRS,2018,6.64
NOC,2009,5.21
NOC,2010,6.82
NOC,2011,7.52
NOC,2012,7.81
NOC,2013,8.35
NOC,2014,9.75
NOC,2015,10.39
NOC,2016,12.19
NOC,2017,11.47
NOC,2018,18.49
WFC,2009,
WFC,2009,1.75
WFC,2010,
WFC,2010,2.21
WFC,2011,
WFC,2011,2.82
WFC,2012,
WFC,2012,3.36
WFC,2013,
WFC,2013,3.89
WFC,2014,
WFC,2014,4.1
WFC,2015,
WFC,2015,4.12
WFC,2016,
WFC,2016,3.99
WFC,2017,
WFC,2017,4.1
WFC,2018,
WFC,2018,4.28
NUE,2009,-0.94
NUE,2010,0.42
NUE,2011,2.45
NUE,2012,1.58
NUE,2013,1.52
NUE,2014,2.22
NUE,2015,1.11
NUE,2016,2.48
NUE,2017,4.1
NUE,2018,7.42
OXY,2009,3.58
OXY,2010,5.56
OXY,2011,8.32
OXY,2012,5.67
OXY,2013,7.32
OXY,2014,0.79
OXY,2015,-10.23
OXY,2016,-0.75
OXY,2017,1.7
OXY,2018,5.39
FE,2009,3.29
FE,2010,2.57
FE,2011,2.21
FE,2012,1.84
FE,2013,0.94
FE,2014,0.71
FE,2015,1.37
FE,2016,-14.49
FE,2017,-3.88
FE,2018,1.99
OKE,2009,2.87
OKE,2010,3.1
OKE,2011,3.36
OKE,2012,1.71
OKE,2013,1.27
OKE,2014,1.49
OKE,2015,1.16
OKE,2016,1.66
OKE,2017,1.29
OKE,2018,2.78
PNC,2009,
PNC,2009,4.36
PNC,2010,
PNC,2010,5.74
PNC,2011,
PNC,2011,5.64
PNC,2012,
PNC,2012,5.3
PNC,2013,
PNC,2013,7.39
PNC,2014,
PNC,2014,7.3
PNC,2015,
PNC,2015,7.39
PNC,2016,
PNC,2016,7.3
PNC,2017,
PNC,2017,10.36
PNC,2018,
PNC,2018,10.71
PPG,2009,2.03
PPG,2010,4.63
PPG,2011,6.87
PPG,2012,6.06
PPG,2013,22.27
PPG,2014,15.03
PPG,2015,5.14
PPG,2016,3.28
PPG,2017,6.18
PPG,2018,5.47
PCAR,2009,0.31
PCAR,2010,1.25
PCAR,2011,2.86
PCAR,2012,3.12
PCAR,2013,3.3
PCAR,2014,3.82
PCAR,2015,4.51
PCAR,2016,1.48
PCAR,2017,4.75
PCAR,2018,6.24
SRE,2009,4.52
SRE,2010,2.98
SRE,2011,5.62
SRE,2012,3.48
SRE,2013,4.01
SRE,2014,4.63
SRE,2015,5.37
SRE,2016,5.46
SRE,2017,1.01
SRE,2018,3.42
PH,2009,3.13
PH,2010,3.4
PH,2011,6.37
PH,2012,7.45
PH,2013,6.26
PH,2014,6.87
PH,2015,6.97
PH,2016,5.89
PH,2017,7.25
PH,2018,7.83
PAYX,2008,1.48
PAYX,2009,1.32
PAYX,2010,1.42
PAYX,2011,1.51
PAYX,2012,1.56
PAYX,2013,1.71
PAYX,2014,1.85
PAYX,2015,2.09
PAYX,2016,2.25
PAYX,2017,2.58
PAYX,2018,2.86
PPL,2009,1.08
PPL,2010,2.17
PPL,2011,2.7
PPL,2012,2.6
PPL,2013,1.76
PPL,2014,2.61
PPL,2015,1.01
PPL,2016,2.79
PPL,2017,1.64
PPL,2018,2.58
PNR,2009,1.17
PNR,2010,1.99
PNR,2011,0.34
PNR,2012,-0.84
PNR,2013,2.62
PNR,2014,1.11
PNR,2015,-0.42
PNR,2016,2.85
PNR,2017,3.63
PNR,2018,1.96
PEP,2009,3.77
PEP,2010,3.91
PEP,2011,4.03
PEP,2012,3.92
PEP,2013,4.32
PEP,2014,4.27
PEP,2015,3.67
PEP,2016,4.36
PEP,2017,3.38
PEP,2018,8.78
PFE,2009,1.23
PFE,2010,1.02
PFE,2011,1.27
PFE,2012,1.94
PFE,2013,3.19
PFE,2014,1.42
PFE,2015,1.11
PFE,2016,1.17
PFE,2017,3.52
PFE,2018,1.87
EXC,2009,4.09
EXC,2010,3.87
EXC,2011,3.75
EXC,2012,1.42
EXC,2013,2
EXC,2014,1.88
EXC,2015,2.54
EXC,2016,1.22
EXC,2017,3.97
EXC,2018,2.07
MO,2009,1.54
MO,2010,1.87
MO,2011,1.64
MO,2012,2.06
MO,2013,2.26
MO,2014,2.56
MO,2015,2.67
MO,2016,7.28
MO,2017,5.31
MO,2018,3.68
COP,2009,3.24
COP,2010,7.62
COP,2011,8.97
COP,2012,6.72
COP,2013,7.38
COP,2014,5.51
COP,2015,-3.58
COP,2016,-2.91
COP,2017,-0.7
COP,2018,5.32
PVH,2008,1.76
PVH,2009,3.08
PVH,2010,0.8
PVH,2011,4.36
PVH,2012,5.87
PVH,2013,1.74
PVH,2014,5.27
PVH,2015,6.89
PVH,2016,6.79
PVH,2017,6.84
PVH,2018,9.65
PG,2009,4.26
PG,2010,4.11
PG,2011,3.93
PG,2012,3.66
PG,2013,3.86
PG,2014,4.01
PG,2015,2.44
PG,2016,3.69
PG,2017,5.59
PG,2018,3.67
PEG,2009,3.15
PEG,2010,3.08
PEG,2011,2.96
PEG,2012,2.51
PEG,2013,2.45
PEG,2014,2.99
PEG,2015,3.3
PEG,2016,1.75
PEG,2017,3.1
PEG,2018,2.83
PHM,2009,-3.94
PHM,2010,-2.9
PHM,2011,-0.55
PHM,2012,0.54
PHM,2013,6.72
PHM,2014,1.26
PHM,2015,1.36
PHM,2016,1.75
PHM,2017,1.44
PHM,2018,3.55
RJF,2009,
RJF,2009,1.29
RJF,2010,
RJF,2010,1.83
RJF,2011,
RJF,2011,2.19
RJF,2012,
RJF,2012,2.2
RJF,2013,
RJF,2013,2.58
RJF,2014,
RJF,2014,3.32
RJF,2015,
RJF,2015,3.43
RJF,2016,
RJF,2016,3.65
RJF,2017,
RJF,2017,4.33
RJF,2018,
RJF,2018,5.75
RTN,2009,4.89
RTN,2010,4.88
RTN,2011,5.28
RTN,2012,5.65
RTN,2013,6.16
RTN,2014,7.18
RTN,2015,6.8
RTN,2016,7.44
RTN,2017,6.95
RTN,2018,10.15
ROK,2009,1.55
ROK,2010,3.22
ROK,2011,4.8
ROK,2012,5.13
ROK,2013,5.36
ROK,2014,5.91
ROK,2015,6.09
ROK,2016,5.56
ROK,2017,6.35
ROK,2018,4.21
ROL,2009,0.84
ROL,2010,0.61
ROL,2011,0.69
ROL,2012,0.76
ROL,2013,0.84
ROL,2014,0.94
ROL,2015,0.7
ROL,2016,0.77
ROL,2017,0.82
ROL,2018,0.71
ROST,2008,2.33
ROST,2009,3.54
ROST,2010,4.63
ROST,2011,2.86
ROST,2012,3.53
ROST,2013,3.88
ROST,2014,4.42
ROST,2015,2.51
ROST,2016,2.83
ROST,2017,3.55
ROST,2018,4.26
SLB,2009,2.59
SLB,2010,3.38
SLB,2011,3.67
SLB,2012,4.1
SLB,2013,5.05
SLB,2014,4.16
SLB,2015,1.63
SLB,2016,-1.24
SLB,2017,-1.08
SLB,2018,1.53
SEE,2009,1.35
SEE,2010,1.44
SEE,2011,0.8
SEE,2012,-7.31
SEE,2013,0.58
SEE,2014,1.2
SEE,2015,1.62
SEE,2016,2.46
SEE,2017,4.29
SEE,2018,1.2
SHW,2009,3.78
SHW,2010,4.21
SHW,2011,4.14
SHW,2012,6.02
SHW,2013,7.26
SHW,2014,8.78
SHW,2015,11.16
SHW,2016,11.99
SHW,2017,18.67
SHW,2018,11.67
AOS,2009,3.39
AOS,2010,2.42
AOS,2011,6.57
AOS,2012,3.41
AOS,2013,1.83
AOS,2014,2.28
AOS,2015,3.16
AOS,2016,1.85
AOS,2017,1.7
AOS,2018,2.58
SJM,2008,3.12
SJM,2009,4.15
SJM,2010,4.05
SJM,2011,4.06
SJM,2012,5
SJM,2013,5.42
SJM,2014,3.33
SJM,2015,5.76
SJM,2016,5.1
SJM,2017,11.78
SJM,2018,4.52
SNA,2009,2.32
SNA,2010,3.19
SNA,2011,4.71
SNA,2012,5.2
SNA,2013,5.93
SNA,2014,7.14
SNA,2015,8.1
SNA,2016,9.2
SNA,2017,9.52
SNA,2018,11.87
KEY,2009,
KEY,2009,-2.34
KEY,2010,
KEY,2010,0.44
KEY,2011,
KEY,2011,0.87
KEY,2012,
KEY,2012,0.89
KEY,2013,
KEY,2013,0.97
KEY,2014,
KEY,2014,0.99
KEY,2015,
KEY,2015,1.05
KEY,2016,
KEY,2016,0.8
KEY,2017,
KEY,2017,1.13
KEY,2018,
KEY,2018,1.71
EIX,2009,2.58
EIX,2010,3.82
EIX,2011,-0.11
EIX,2012,-0.56
EIX,2013,2.78
EIX,2014,4.89
EIX,2015,3.1
EIX,2016,3.97
EIX,2017,1.72
EIX,2018,-1.3
SO,2009,2.06
SO,2010,2.36
SO,2011,2.55
SO,2012,2.67
SO,2013,1.87
SO,2014,2.18
SO,2015,2.59
SO,2016,2.55
SO,2017,0.84
SO,2018,2.17
LUV,2009,0.13
LUV,2010,0.61
LUV,2011,0.23
LUV,2012,0.56
LUV,2013,1.05
LUV,2014,1.64
LUV,2015,3.27
LUV,2016,3.55
LUV,2017,5.79
LUV,2018,4.29
T,2009,2.12
T,2010,3.35
T,2011,0.66
T,2012,1.25
T,2013,3.39
T,2014,1.19
T,2015,2.37
T,2016,2.1
T,2017,4.76
T,2018,2.85
SWK,2009,2.79
SWK,2010,1.32
SWK,2011,3.97
SWK,2012,5.3
SWK,2013,3.09
SWK,2014,4.76
SWK,2015,5.79
SWK,2016,6.51
SWK,2017,8.04
SWK,2018,3.99
STT,2009,
STT,2009,-4.31
STT,2010,
STT,2010,3.09
STT,2011,
STT,2011,3.79
STT,2012,
STT,2012,4.2
STT,2013,
STT,2013,4.62
STT,2014,
STT,2014,4.57
STT,2015,
STT,2015,4.47
STT,2016,
STT,2016,4.97
STT,2017,
STT,2017,5.24
STT,2018,
STT,2018,6.4
PSA,2009,
PSA,2009,3.47
PSA,2010,
PSA,2010,2.35
PSA,2011,
PSA,2011,3.29
PSA,2012,
PSA,2012,3.9
PSA,2013,
PSA,2013,4.89
PSA,2014,
PSA,2014,5.25
PSA,2015,
PSA,2015,6.07
PSA,2016,
PSA,2016,6.81
PSA,2017,
PSA,2017,6.73
PSA,2018,
PSA,2018,8.54
SYK,2009,2.77
SYK,2010,3.19
SYK,2011,3.45
SYK,2012,3.39
SYK,2013,2.63
SYK,2014,1.34
SYK,2015,3.78
SYK,2016,4.35
SYK,2017,2.68
SYK,2018,9.34
SYY,2009,1.77
SYY,2010,1.99
SYY,2011,1.96
SYY,2012,1.9
SYY,2013,1.67
SYY,2014,1.58
SYY,2015,1.15
SYY,2016,1.64
SYY,2017,2.08
SYY,2018,2.7
TFX,2009,7.59
TFX,2010,4.99
TFX,2011,7.92
TFX,2012,-4.65
TFX,2013,3.45
TFX,2014,4.04
TFX,2015,5.1
TFX,2016,4.98
TFX,2017,3.27
TFX,2018,4.29
TXN,2009,1.15
TXN,2010,2.62
TXN,2011,1.88
TXN,2012,1.51
TXN,2013,1.91
TXN,2014,2.57
TXN,2015,2.82
TXN,2016,3.48
TXN,2017,3.61
TXN,2018,5.59
TXT,2009,-0.12
TXT,2010,0.28
TXT,2011,0.79
TXT,2012,2
TXT,2013,1.75
TXT,2014,2.13
TXT,2015,2.5
TXT,2016,3.53
TXT,2017,1.14
TXT,2018,4.83
TMO,2009,2.01
TMO,2010,2.53
TMO,2011,3.46
TMO,2012,3.21
TMO,2013,3.48
TMO,2014,4.71
TMO,2015,4.92
TMO,2016,5.09
TMO,2017,5.59
TMO,2018,7.24
TSN,2009,-1.44
TSN,2010,2.06
TSN,2011,1.97
TSN,2012,1.58
TSN,2013,2.12
TSN,2014,2.37
TSN,2015,2.95
TSN,2016,4.53
TSN,2017,4.79
TSN,2018,8.2
UAL,2009,-4.32
UAL,2010,1.08
UAL,2011,2.26
UAL,2012,-2.18
UAL,2013,1.53
UAL,2014,2.93
UAL,2015,19.47
UAL,2016,6.85
UAL,2017,7.02
UAL,2018,7.7
AEE,2009,2.78
AEE,2010,0.58
AEE,2011,2.15
AEE,2012,-4.01
AEE,2013,1.18
AEE,2014,2.4
AEE,2015,2.59
AEE,2016,2.68
AEE,2017,2.14
AEE,2018,3.32
UNP,2009,3.75
UNP,2010,5.53
UNP,2011,6.72
UNP,2012,8.27
UNP,2013,9.42
UNP,2014,5.75
UNP,2015,5.49
UNP,2016,5.07
UNP,2017,13.36
UNP,2018,7.91
UDR,2009,
UDR,2009,-0.64
UDR,2010,
UDR,2010,-0.68
UDR,2011,
UDR,2011,0.05
UDR,2012,
UDR,2012,0.85
UDR,2013,
UDR,2013,0.16
UDR,2014,
UDR,2014,0.59
UDR,2015,
UDR,2015,1.29
UDR,2016,
UDR,2016,1.08
UDR,2017,
UDR,2017,0.44
UDR,2018,
UDR,2018,0.74
UNH,2009,
UNH,2009,3.24
UNH,2010,
UNH,2010,4.1
UNH,2011,
UNH,2011,4.73
UNH,2012,
UNH,2012,5.28
UNH,2013,
UNH,2013,5.5
UNH,2014,
UNH,2014,5.7
UNH,2015,
UNH,2015,6.01
UNH,2016,
UNH,2016,7.25
UNH,2017,
UNH,2017,10.72
UNH,2018,
UNH,2018,12.19
UPS,2009,2.14
UPS,2010,3.48
UPS,2011,3.84
UPS,2012,0.83
UPS,2013,4.61
UPS,2014,3.28
UPS,2015,5.35
UPS,2016,3.87
UPS,2017,5.61
UPS,2018,5.51
UTX,2009,4.12
UTX,2010,4.74
UTX,2011,5.49
UTX,2012,5.66
UTX,2013,6.25
UTX,2014,6.82
UTX,2015,8.61
UTX,2016,6.12
UTX,2017,5.7
UTX,2018,6.5
UHS,2009,2.64
UHS,2010,2.34
UHS,2011,4.04
UHS,2012,4.53
UHS,2013,5.14
UHS,2014,5.42
UHS,2015,6.76
UHS,2016,7.14
UHS,2017,7.81
UHS,2018,8.31
VFC,2009,4.13
VFC,2010,5.18
VFC,2011,7.98
VFC,2012,9.7
VFC,2013,2.71
VFC,2014,2.38
VFC,2015,2.85
VFC,2016,2.54
VFC,2017,1.52
VFC,2018,3.15
VAR,2009,2.55
VAR,2010,2.91
VAR,2011,3.36
VAR,2012,3.76
VAR,2013,3.98
VAR,2014,3.83
VAR,2015,4.09
VAR,2016,4.19
VAR,2017,2.68
VAR,2018,1.62
VNO,2009,
VNO,2009,0.28
VNO,2010,
VNO,2010,3.24
VNO,2011,
VNO,2011,3.23
VNO,2012,
VNO,2012,2.94
VNO,2013,
VNO,2013,2.09
VNO,2014,
VNO,2014,4.15
VNO,2015,
VNO,2015,3.59
VNO,2016,
VNO,2016,4.34
VNO,2017,
VNO,2017,0.85
VNO,2018,
VNO,2018,2.01
VMC,2009,0.25
VMC,2010,-0.75
VMC,2011,-0.55
VMC,2012,-0.41
VMC,2013,0.19
VMC,2014,1.54
VMC,2015,1.64
VMC,2016,3.09
VMC,2017,4.46
VMC,2018,3.85
WMT,2008,3.39
WMT,2009,3.7
WMT,2010,4.47
WMT,2011,4.52
WMT,2012,5.02
WMT,2013,4.88
WMT,2014,5.05
WMT,2015,4.57
WMT,2016,4.38
WMT,2017,3.28
WMT,2018,2.26
WBA,2009,2.02
WBA,2010,2.12
WBA,2011,2.94
WBA,2012,2.42
WBA,2013,2.56
WBA,2014,2
WBA,2015,4
WBA,2016,3.82
WBA,2017,3.78
WBA,2018,5.05
WDC,2009,2.08
WDC,2010,5.93
WDC,2011,3.09
WDC,2012,6.58
